file,page,title,subject_text,subject_type,relation,object_text,object_type,effect_size,avg_confidence,textBlock,coreference,loc,org,per,org_alternative,org_alternative_taxonomy,loc_alternative,loc_alternative_taxonomy,subject_text_alternative,subject_text_alternative_taxonomy
ecb.op374.en.pdf,23,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,macroprudential buffers,intervention,impacts,buffer usability,outcome,,0.9999,"At the same time, it partially constraints the functioning of macroprudential buffers.42 When considering overlaps with the MREL framework, average buffer usability declines further (and significantly), under both the baseline and the complementary approaches, compared with buffer usability that considers only prudential RW and LR requirements.",it,,,,,,,,,
ecb.op374.en.pdf,23,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,MREL framework,intervention,impacts,average buffer usability,outcome,,0.977726,"At the same time, it partially constraints the functioning of macroprudential buffers.42 When considering overlaps with the MREL framework, average buffer usability declines further (and significantly), under both the baseline and the complementary approaches, compared with buffer usability that considers only prudential RW and LR requirements.",it,,,,,,,,,
ecb.op374.en.pdf,23,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,MREL framework,intervention,impacts,buffer usability,outcome,,0.977639,"At the same time, it partially constraints the functioning of macroprudential buffers.42 When considering overlaps with the MREL framework, average buffer usability declines further (and significantly), under both the baseline and the complementary approaches, compared with buffer usability that considers only prudential RW and LR requirements.",it,,,,,,,,,
ecb.op374.en.pdf,23,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,CBR,intervention,impacts,buffer usability,outcome,65%,0.999966,"As noted earlier, when considering only the overlap between the CBR and the prudential LR minimum requirements, buffer usability stood at 65% and 74% for SSM banks as of 2024 Q2 according to the baseline and complementary approaches, respectively.",,,CBR; SSM,,; EU banking union,; EU banking union->Economic and Monetary Union,,,,
ecb.op374.en.pdf,23,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,CBR,intervention,applies_to,SSM banks,population,,0.99998,"As noted earlier, when considering only the overlap between the CBR and the prudential LR minimum requirements, buffer usability stood at 65% and 74% for SSM banks as of 2024 Q2 according to the baseline and complementary approaches, respectively.",,,CBR; SSM,,; EU banking union,; EU banking union->Economic and Monetary Union,,,,
ecb.op374.en.pdf,23,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,buffer usability,outcome,experienced_by,SSM banks,population,,0.999981,"As noted earlier, when considering only the overlap between the CBR and the prudential LR minimum requirements, buffer usability stood at 65% and 74% for SSM banks as of 2024 Q2 according to the baseline and complementary approaches, respectively.",,,CBR; SSM,,; EU banking union,; EU banking union->Economic and Monetary Union,,,,
ecb.op374.en.pdf,23,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,MREL minimum requirements,intervention,impacts,buffer usability,outcome,41% and,0.968349,"Incorporating MREL minimum requirements further reduces buffer usability, resulting in an overall usability between 41% and 50% under the two analytical approaches.",,,,,,,,,,
ecb.op374.en.pdf,23,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,MREL minimum requirements,intervention,impacts,usability,outcome,41% and,0.968069,"Incorporating MREL minimum requirements further reduces buffer usability, resulting in an overall usability between 41% and 50% under the two analytical approaches.",,,,,,,,,,
ecb.op374.en.pdf,23,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,releasable buffers,intervention,impacts,usability,outcome,,0.999971,"Since releasable buffers represent only a subset of the CBR, these approaches will always produce higher or equal usability, as the possible overlap with other parallel requirements is smaller.43 This finding on the additional constraining impact of the resolution framework is supported by existing literature on buffer usability and MREL.44 This implies that around half of the total €314 billion of the CBR was usable at the time of analysis.45 The results confirm our assumptions from previous sections that for some banks, the MREL is indeed the most binding capital framework.",approaches; impact,,,,,,,,,
ecb.op374.en.pdf,23,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,releasable buffers,intervention,impacts,buffer usability,outcome,,0.988607,"Since releasable buffers represent only a subset of the CBR, these approaches will always produce higher or equal usability, as the possible overlap with other parallel requirements is smaller.43 This finding on the additional constraining impact of the resolution framework is supported by existing literature on buffer usability and MREL.44 This implies that around half of the total €314 billion of the CBR was usable at the time of analysis.45 The results confirm our assumptions from previous sections that for some banks, the MREL is indeed the most binding capital framework.",approaches; impact,,,,,,,,,
ecb.op374.en.pdf,23,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,resolution framework,intervention,impacts,usability,outcome,,0.999974,"Since releasable buffers represent only a subset of the CBR, these approaches will always produce higher or equal usability, as the possible overlap with other parallel requirements is smaller.43 This finding on the additional constraining impact of the resolution framework is supported by existing literature on buffer usability and MREL.44 This implies that around half of the total €314 billion of the CBR was usable at the time of analysis.45 The results confirm our assumptions from previous sections that for some banks, the MREL is indeed the most binding capital framework.",approaches; impact,,,,,,,,,
ecb.op374.en.pdf,23,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,resolution framework,intervention,impacts,buffer usability,outcome,,0.98861,"Since releasable buffers represent only a subset of the CBR, these approaches will always produce higher or equal usability, as the possible overlap with other parallel requirements is smaller.43 This finding on the additional constraining impact of the resolution framework is supported by existing literature on buffer usability and MREL.44 This implies that around half of the total €314 billion of the CBR was usable at the time of analysis.45 The results confirm our assumptions from previous sections that for some banks, the MREL is indeed the most binding capital framework.",approaches; impact,,,,,,,,,
ecb.op374.en.pdf,23,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,MREL,intervention,impacts,usability,outcome,,0.997613,"Since releasable buffers represent only a subset of the CBR, these approaches will always produce higher or equal usability, as the possible overlap with other parallel requirements is smaller.43 This finding on the additional constraining impact of the resolution framework is supported by existing literature on buffer usability and MREL.44 This implies that around half of the total €314 billion of the CBR was usable at the time of analysis.45 The results confirm our assumptions from previous sections that for some banks, the MREL is indeed the most binding capital framework.",approaches; impact,,,,,,,,,
ecb.op374.en.pdf,23,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,MREL,intervention,impacts,buffer usability,outcome,,0.986249,"Since releasable buffers represent only a subset of the CBR, these approaches will always produce higher or equal usability, as the possible overlap with other parallel requirements is smaller.43 This finding on the additional constraining impact of the resolution framework is supported by existing literature on buffer usability and MREL.44 This implies that around half of the total €314 billion of the CBR was usable at the time of analysis.45 The results confirm our assumptions from previous sections that for some banks, the MREL is indeed the most binding capital framework.",approaches; impact,,,,,,,,,
ecb.op374.en.pdf,23,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,releasable buffers,intervention,applies_to,banks,population,,0.999992,"Since releasable buffers represent only a subset of the CBR, these approaches will always produce higher or equal usability, as the possible overlap with other parallel requirements is smaller.43 This finding on the additional constraining impact of the resolution framework is supported by existing literature on buffer usability and MREL.44 This implies that around half of the total €314 billion of the CBR was usable at the time of analysis.45 The results confirm our assumptions from previous sections that for some banks, the MREL is indeed the most binding capital framework.",approaches; impact,,,,,,,,,
ecb.op374.en.pdf,23,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,resolution framework,intervention,applies_to,banks,population,,0.999994,"Since releasable buffers represent only a subset of the CBR, these approaches will always produce higher or equal usability, as the possible overlap with other parallel requirements is smaller.43 This finding on the additional constraining impact of the resolution framework is supported by existing literature on buffer usability and MREL.44 This implies that around half of the total €314 billion of the CBR was usable at the time of analysis.45 The results confirm our assumptions from previous sections that for some banks, the MREL is indeed the most binding capital framework.",approaches; impact,,,,,,,,,
ecb.op374.en.pdf,23,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,MREL,intervention,applies_to,banks,population,,0.997634,"Since releasable buffers represent only a subset of the CBR, these approaches will always produce higher or equal usability, as the possible overlap with other parallel requirements is smaller.43 This finding on the additional constraining impact of the resolution framework is supported by existing literature on buffer usability and MREL.44 This implies that around half of the total €314 billion of the CBR was usable at the time of analysis.45 The results confirm our assumptions from previous sections that for some banks, the MREL is indeed the most binding capital framework.",approaches; impact,,,,,,,,,
ecb.op374.en.pdf,23,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,usability,outcome,experienced_by,banks,population,,0.999975,"Since releasable buffers represent only a subset of the CBR, these approaches will always produce higher or equal usability, as the possible overlap with other parallel requirements is smaller.43 This finding on the additional constraining impact of the resolution framework is supported by existing literature on buffer usability and MREL.44 This implies that around half of the total €314 billion of the CBR was usable at the time of analysis.45 The results confirm our assumptions from previous sections that for some banks, the MREL is indeed the most binding capital framework.",approaches; impact,,,,,,,,,
ecb.op374.en.pdf,23,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,CBR-M,intervention,impacts,macroprudential implications,outcome,,0.981894,"Should any of these resolution groups breach the CBR-M, 42 For a detailed discussion on the macroprudential implications of limited buffer usability stemming from interactions between risk-weighted and leverage ratio requirements, see Leitner et al. (",,,,Leitner,,,,,,
ecb.op374.en.pdf,24,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,prudential CBR,intervention,impacts,Buffer usability,outcome,,0.973764,Buffer usability under both analytical approaches frequently attains extreme values of 0% and 100%.47 The empirical findings reveal that roughly a third of the resolution groups cannot use their prudential CBR at all without breaching parallel minimum requirements.,,,,,,,,,,
ecb.op374.en.pdf,24,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,leverage ratio,intervention,impacts,buffer usability,outcome,,0.999992,The impact of the leverage ratio on buffer usability is analysed in detail by Leitner et al. (,,,,Leitner,,,,,,
ecb.op374.en.pdf,24,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,CBR usability,outcome,experienced_by,banks,population,,0.984556,"Their analysis, which uses the baseline approach, shows that CBR usability varies substantially for banks that have a risk weight density (RWD) between 25% and 50%.48 Banks with an RWD exceeding 50% are not constrained by the prudential leverage ratio and thus have a fully usable CBR.",,,,,,,,,,
ecb.op374.en.pdf,24,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,MREL,intervention,impacts,buffer usability,outcome,,0.999992,"The introduction of MREL further reduces buffer usability, as discussed above.49 47 The distance to breach minimum requirements is considered only implicitly to compute the overlaps of the buffers.",,,,,,,,,,
ecb.op374.en.pdf,24,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,buffers,intervention,impacts,respect to LR,outcome,,0.981538,"For example, the scope of the analysis does not differentiate whether banks' buffers are just above the binding level of LR minimum requirements or far from it – in both cases CBR usability with respect to LR is 100%.",,,,,,,,,,
ecb.op374.en.pdf,24,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,CBR,intervention,impacts,respect to LR,outcome,,0.98146,"For example, the scope of the analysis does not differentiate whether banks' buffers are just above the binding level of LR minimum requirements or far from it – in both cases CBR usability with respect to LR is 100%.",,,,,,,,,,
ecb.op374.en.pdf,24,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,buffers,intervention,applies_to,banks,population,,0.999981,"For example, the scope of the analysis does not differentiate whether banks' buffers are just above the binding level of LR minimum requirements or far from it – in both cases CBR usability with respect to LR is 100%.",,,,,,,,,,
ecb.op374.en.pdf,24,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,CBR,intervention,applies_to,banks,population,,0.999903,"For example, the scope of the analysis does not differentiate whether banks' buffers are just above the binding level of LR minimum requirements or far from it – in both cases CBR usability with respect to LR is 100%.",,,,,,,,,,
ecb.op374.en.pdf,24,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,respect to LR,outcome,experienced_by,banks,population,,0.981552,"For example, the scope of the analysis does not differentiate whether banks' buffers are just above the binding level of LR minimum requirements or far from it – in both cases CBR usability with respect to LR is 100%.",,,,,,,,,,
ecb.op374.en.pdf,24,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,internal ratings-based (IRB) approaches,intervention,impacts,RWD,outcome,,0.999995,Banks using internal ratings-based (IRB) approaches have on average a lower RWD as a result of lower risk weights.,,,,,,,,,,
ecb.op374.en.pdf,24,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,internal ratings-based (IRB) approaches,intervention,applies_to,Banks,population,,0.999994,Banks using internal ratings-based (IRB) approaches have on average a lower RWD as a result of lower risk weights.,,,,,,,,,,
ecb.op374.en.pdf,24,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,RWD,outcome,experienced_by,Banks,population,,0.999995,Banks using internal ratings-based (IRB) approaches have on average a lower RWD as a result of lower risk weights.,,,,,,,,,,
ecb.op374.en.pdf,24,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,higher buffer usability,intervention,impacts,effectiveness of the macroprudential framework,outcome,,0.999353,"However, as pointed out in earlier sections, higher buffer usability improves the effectiveness of the macroprudential framework, making it beneficial from a macroprudential perspective. ECB Occasional Paper Series No 374 23",,,ECB,,European Central Bank,European Central Bank->EU institution,,,,
ecb.op374.en.pdf,25,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,Prudential leverage ratio,intervention,impacts,buffer usability,outcome,,0.971435,"Chart 1 Prudential leverage ratio and MREL/TLAC requirements are constraining buffer usability a) Baseline approach b) Complementary approach (usability of CBR in %, number of banks) (usability of CBR in %, number of banks) 100% 100% 90% 90% 80% 80% -26.0% 70% 70% -35.3% 60% 60% 50.0% 50% 50% -24.0% 40.7% 40% 40% -24.0% 30% 30% 20% 20% 10% 10% 0% 0% 0 10 20 30 40 50 60 0 10 20 30 40 50 60 Usability w.r.t.",,,Prudential,,,,,,,
ecb.op374.en.pdf,25,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,MREL/TLAC requirements,intervention,impacts,buffer usability,outcome,,0.971619,"Chart 1 Prudential leverage ratio and MREL/TLAC requirements are constraining buffer usability a) Baseline approach b) Complementary approach (usability of CBR in %, number of banks) (usability of CBR in %, number of banks) 100% 100% 90% 90% 80% 80% -26.0% 70% 70% -35.3% 60% 60% 50.0% 50% 50% -24.0% 40.7% 40% 40% -24.0% 30% 30% 20% 20% 10% 10% 0% 0% 0 10 20 30 40 50 60 0 10 20 30 40 50 60 Usability w.r.t.",,,Prudential,,,,,,,
ecb.op374.en.pdf,25,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,MREL,intervention,impacts,buffer usability,outcome,,0.999988,"The impact of MREL on the buffer usability of individual banks is heterogeneous, depending on their risk profile and the composition of their assets and liabilities.",,,,,,,,,,
ecb.op374.en.pdf,25,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,MREL,intervention,applies_to,banks,population,,0.999989,"The impact of MREL on the buffer usability of individual banks is heterogeneous, depending on their risk profile and the composition of their assets and liabilities.",,,,,,,,,,
ecb.op374.en.pdf,25,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,buffer usability,outcome,experienced_by,banks,population,,0.999987,"The impact of MREL on the buffer usability of individual banks is heterogeneous, depending on their risk profile and the composition of their assets and liabilities.",,,,,,,,,,
ecb.op374.en.pdf,25,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,MREL targets,intervention,applies_to,bank,population,,0.99947,The results are further affected by two additional sources of heterogeneity at the bank level: (i) the size of MREL targets and (ii) the volume of eligible debt issued by banks.,,,,,,,,,,
ecb.op374.en.pdf,25,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,MREL targets,intervention,applies_to,banks,population,,0.99977,The results are further affected by two additional sources of heterogeneity at the bank level: (i) the size of MREL targets and (ii) the volume of eligible debt issued by banks.,,,,,,,,,,
ecb.op374.en.pdf,25,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,average buffer usability,outcome,experienced_by,bank,population,,0.999986,Chart 2 below illustrates average buffer usability across different bank types under the baseline (top panel) and complementary (bottom panel) approaches.,,,,,,,,,,
ecb.op374.en.pdf,25,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,MREL,intervention,impacts,buffer usability,outcome,14,0.99999,"The MREL framework further reduces buffer usability, with an additional decline of 14 and 26 percentage points under the baseline and complementary approaches, respectively.",,,,,,,,,,
ecb.op374.en.pdf,25,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,MREL,outcome,experienced_by,bank,population,,0.960631,This is the smallest MREL impact among all bank types.,,,,,,,,,,
ecb.op374.en.pdf,25,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,MREL,intervention,applies_to,G-SIIs,population,,0.999829,"However, despite the lesser impact of MREL, G-SIIs exhibit significantly lower overall buffer usability compared with O-SIIs and other banks, and ECB Occasional Paper Series No 374 24",,,ECB,,European Central Bank,European Central Bank->EU institution,,,,
ecb.op374.en.pdf,25,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,MREL,intervention,applies_to,O-SIIs,population,,0.999813,"However, despite the lesser impact of MREL, G-SIIs exhibit significantly lower overall buffer usability compared with O-SIIs and other banks, and ECB Occasional Paper Series No 374 24",,,ECB,,European Central Bank,European Central Bank->EU institution,,,,
ecb.op374.en.pdf,25,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,buffer usability,outcome,experienced_by,G-SIIs,population,,0.999831,"However, despite the lesser impact of MREL, G-SIIs exhibit significantly lower overall buffer usability compared with O-SIIs and other banks, and ECB Occasional Paper Series No 374 24",,,ECB,,European Central Bank,European Central Bank->EU institution,,,,
ecb.op374.en.pdf,25,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,buffer usability,outcome,experienced_by,O-SIIs,population,,0.999815,"However, despite the lesser impact of MREL, G-SIIs exhibit significantly lower overall buffer usability compared with O-SIIs and other banks, and ECB Occasional Paper Series No 374 24",,,ECB,,European Central Bank,European Central Bank->EU institution,,,,
ecb.op374.en.pdf,26,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,MREL,intervention,impacts,usability,outcome,,0.999829,they continue to have the lowest usability after considering MREL.,,,,,,,,,,
ecb.op374.en.pdf,26,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,buffer usability,outcome,experienced_by,O-SIIs,population,,0.978437,"Both O-SIIs and other banks experience, on average, a nearly identical decline in buffer usability when considering MREL requirements in the baseline approach, albeit from a higher level compared with G-SIIs.",,,,,,,,,,
ecb.op374.en.pdf,26,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,buffer usability,outcome,experienced_by,banks,population,,0.99999,"Both O-SIIs and other banks experience, on average, a nearly identical decline in buffer usability when considering MREL requirements in the baseline approach, albeit from a higher level compared with G-SIIs.",,,,,,,,,,
ecb.op374.en.pdf,26,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,MREL,intervention,impacts,buffer usability,outcome,24,0.999986,"Under the complementary approach, the average decline for O-SIIs due to MREL interactions is similar to those of G-SIIs (24 and 26 pp, respectively), while for other banks the impact of MREL is negligible and buffer usability remains high on average.",,,,,,,,,,
ecb.op374.en.pdf,26,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,MREL,intervention,applies_to,O-SIIs,population,,0.999976,"Under the complementary approach, the average decline for O-SIIs due to MREL interactions is similar to those of G-SIIs (24 and 26 pp, respectively), while for other banks the impact of MREL is negligible and buffer usability remains high on average.",,,,,,,,,,
ecb.op374.en.pdf,26,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,MREL,intervention,applies_to,G-SIIs,population,,0.99994,"Under the complementary approach, the average decline for O-SIIs due to MREL interactions is similar to those of G-SIIs (24 and 26 pp, respectively), while for other banks the impact of MREL is negligible and buffer usability remains high on average.",,,,,,,,,,
ecb.op374.en.pdf,26,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,MREL,intervention,applies_to,banks,population,,0.99999,"Under the complementary approach, the average decline for O-SIIs due to MREL interactions is similar to those of G-SIIs (24 and 26 pp, respectively), while for other banks the impact of MREL is negligible and buffer usability remains high on average.",,,,,,,,,,
ecb.op374.en.pdf,26,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,buffer usability,outcome,experienced_by,G-SIIs,population,,0.999939,"Under the complementary approach, the average decline for O-SIIs due to MREL interactions is similar to those of G-SIIs (24 and 26 pp, respectively), while for other banks the impact of MREL is negligible and buffer usability remains high on average.",,,,,,,,,,
ecb.op374.en.pdf,26,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,(subordinated) eligible debt,outcome,experienced_by,larger banks,population,,0.999933,"While larger banks issue substantially higher amounts of (subordinated) eligible debt, CET1 consumption across different frameworks remains relatively comparable among different bank types.",,,,,,,,,,
ecb.op374.en.pdf,26,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,(subordinated) eligible debt,outcome,experienced_by,bank,population,,0.999933,"While larger banks issue substantially higher amounts of (subordinated) eligible debt, CET1 consumption across different frameworks remains relatively comparable among different bank types.",,,,,,,,,,
ecb.op374.en.pdf,26,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,CET1 consumption,outcome,experienced_by,larger banks,population,,0.999991,"While larger banks issue substantially higher amounts of (subordinated) eligible debt, CET1 consumption across different frameworks remains relatively comparable among different bank types.",,,,,,,,,,
ecb.op374.en.pdf,26,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,CET1 consumption,outcome,experienced_by,bank,population,,0.999991,"While larger banks issue substantially higher amounts of (subordinated) eligible debt, CET1 consumption across different frameworks remains relatively comparable among different bank types.",,,,,,,,,,
ecb.op374.en.pdf,26,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,own funds,outcome,experienced_by,banks,population,,0.999967,"Chart 3 below gives an overview of how banks use own funds (CET1, AT1 and T2) and eligible liabilities to ECB Occasional Paper Series No 374 25",,,ECB,,European Central Bank,European Central Bank->EU institution,,,,
ecb.op374.en.pdf,27,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,TLAC requirements,intervention,applies_to,G-SII banks,population,,0.999991,TLAC requirements omitted as they apply only to G-SII banks.,,,,,,,,,,
ecb.op374.en.pdf,27,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,prudential LR minimum requirements,intervention,impacts,CET1 consumption,outcome,,0.999567,"Focusing solely on CET1 consumption, prudential LR minimum requirements are the most binding on average, although this might not hold for the banktype breakdown.",,,,,,,,,,
ecb.op374.en.pdf,27,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,prudential LR minimum requirements,intervention,applies_to,bank,population,,0.982439,"Focusing solely on CET1 consumption, prudential LR minimum requirements are the most binding on average, although this might not hold for the banktype breakdown.",,,,,,,,,,
ecb.op374.en.pdf,27,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,CET1 consumption,outcome,experienced_by,bank,population,,0.982013,"Focusing solely on CET1 consumption, prudential LR minimum requirements are the most binding on average, although this might not hold for the banktype breakdown.",,,,,,,,,,
ecb.op374.en.pdf,27,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,regulatory capital,outcome,experienced_by,bank,population,,0.999994,Chart 4 below provides a more detailed picture of regulatory capital and eligible liabilities for different bank types.,,,,,,,,,,
ecb.op374.en.pdf,27,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,eligible liabilities,outcome,experienced_by,bank,population,,0.999993,Chart 4 below provides a more detailed picture of regulatory capital and eligible liabilities for different bank types.,,,,,,,,,,
ecb.op374.en.pdf,27,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,LR-TLAC,intervention,applies_to,G-SIIs,population,,0.999994,"For G-SIIs, the LR-TLAC and the prudential LR framework bind the most CET1.",,,,,,,,,,
ecb.op374.en.pdf,27,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,prudential LR framework,intervention,applies_to,G-SIIs,population,,0.999993,"For G-SIIs, the LR-TLAC and the prudential LR framework bind the most CET1.",,,,,,,,,,
ecb.op374.en.pdf,27,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,MREL-LR subordination,intervention,impacts,CET1.,outcome,,0.999983,"A similar pattern can be observed for O-SII banks, as the MREL-LR subordination and the prudential LR minimum requirements consume the highest amount of CET1.",,,,,,,,,,
ecb.op374.en.pdf,27,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,prudential LR minimum requirements,intervention,impacts,CET1.,outcome,,0.999984,"A similar pattern can be observed for O-SII banks, as the MREL-LR subordination and the prudential LR minimum requirements consume the highest amount of CET1.",,,,,,,,,,
ecb.op374.en.pdf,27,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,MREL-LR subordination,intervention,applies_to,O-SII banks,population,,0.999975,"A similar pattern can be observed for O-SII banks, as the MREL-LR subordination and the prudential LR minimum requirements consume the highest amount of CET1.",,,,,,,,,,
ecb.op374.en.pdf,27,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,prudential LR minimum requirements,intervention,applies_to,O-SII banks,population,,0.999975,"A similar pattern can be observed for O-SII banks, as the MREL-LR subordination and the prudential LR minimum requirements consume the highest amount of CET1.",,,,,,,,,,
ecb.op374.en.pdf,27,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,CET1.,outcome,experienced_by,O-SII banks,population,,0.999963,"A similar pattern can be observed for O-SII banks, as the MREL-LR subordination and the prudential LR minimum requirements consume the highest amount of CET1.",,,,,,,,,,
ecb.op374.en.pdf,27,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,MREL requirements,intervention,applies_to,banks,population,,0.99998,Other banks are subject to the lowest MREL requirements but use the largest proportion of CET1 to comply with them.,,,,,,,,,,
ecb.op374.en.pdf,27,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,capital requirements,intervention,impacts,AT1,outcome,,0.999739,"This comes from the fact that despite facing the lowest requirements, they issue disproportionately less AT1, T2 and especially (subordinated) eligible liabilities.51 These numbers provide an overview of how banks comply with the different capital requirements and provide a better understanding of how banks 50 Subject to the specific regulatory thresholds for the proportion of different capital qualities in the riskweighted stack, as set out in Article 92(1) of the CRR.",,,,,,,,,financial requirements,financial requirements->financial management
ecb.op374.en.pdf,27,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,capital requirements,intervention,impacts,T2,outcome,,0.999708,"This comes from the fact that despite facing the lowest requirements, they issue disproportionately less AT1, T2 and especially (subordinated) eligible liabilities.51 These numbers provide an overview of how banks comply with the different capital requirements and provide a better understanding of how banks 50 Subject to the specific regulatory thresholds for the proportion of different capital qualities in the riskweighted stack, as set out in Article 92(1) of the CRR.",,,,,,,,,financial requirements,financial requirements->financial management
ecb.op374.en.pdf,27,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,capital requirements,intervention,impacts,(subordinated) eligible liabilities,outcome,,0.983854,"This comes from the fact that despite facing the lowest requirements, they issue disproportionately less AT1, T2 and especially (subordinated) eligible liabilities.51 These numbers provide an overview of how banks comply with the different capital requirements and provide a better understanding of how banks 50 Subject to the specific regulatory thresholds for the proportion of different capital qualities in the riskweighted stack, as set out in Article 92(1) of the CRR.",,,,,,,,,financial requirements,financial requirements->financial management
ecb.op374.en.pdf,27,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,capital requirements,intervention,applies_to,banks,population,,0.999757,"This comes from the fact that despite facing the lowest requirements, they issue disproportionately less AT1, T2 and especially (subordinated) eligible liabilities.51 These numbers provide an overview of how banks comply with the different capital requirements and provide a better understanding of how banks 50 Subject to the specific regulatory thresholds for the proportion of different capital qualities in the riskweighted stack, as set out in Article 92(1) of the CRR.",,,,,,,,,financial requirements,financial requirements->financial management
ecb.op374.en.pdf,27,Buffer usability in a complex world: Interactions between macroprudential regulation and the resolution framework,AT1,outcome,experienced_by,banks,population,,0.999979,"This comes from the fact that despite facing the lowest requirements, they issue disproportionately less AT1, T2 and especially (subordinated) eligible liabilities.51 These numbers provide an overview of how banks comply with the different capital requirements and provide a better understanding of how banks 50 Subject to the specific regulatory thresholds for the proportion of different capital qualities in the riskweighted stack, as set out in Article 92(1) of the CRR.",,,,,,,,,,
